primary_mood,primary_mood_weight,secondary_mood,secondary_mood_weight,introspection,temper,attitude,sensitivity,News_ID
ecstasy,0.5606,delight,0.3061,0.845,0.0,0.7609999999999999,0.0,N53560
ecstasy,0.8439,enthusiasm,0.4061,0.9384999999999999,0.0,0.7809999999999999,0.794,N56427
ecstasy,0.23260000000000003,pleasantness,0.36210000000000003,0.7368000000000001,0.0,0.4495,0.0,N64831
ecstasy,0.45,bliss,0.3909,0.8085,0.789,0.474,0.0,N36257
delight,0.4424,ecstasy,0.2955,0.7575,0.0,0.8059999999999999,0.0,N7928
ecstasy,0.8068000000000001,delight,0.6553,0.9262999999999999,0.4303,0.8763,0.807,N43093
enthusiasm,0.8273,ecstasy,0.6712,0.8815000000000001,0.0,0.7648999999999999,0.9329999999999999,N10746
loathing,0.3061,grief,0.2348,-0.7375,0.0,-0.7609999999999999,0.0,N18039
sadness,0.7394,disgust,0.39549999999999996,-0.574,-0.222,-0.46049999999999996,0.0,N5536
terror,0.34700000000000003,anger,0.6091,0.0,-0.531,0.0,-0.7745000000000001,N10237
terror,0.6061,annoyance,0.8423999999999999,0.0,-0.278,0.0,-0.86,N34460
ecstasy,0.8129000000000001,delight,0.3212,0.9283,0.0,0.7659999999999999,0.0,N55866
ecstasy,0.7182,enthusiasm,0.2879,0.897,0.0,0.249,0.755,N9155
joy,0.6939,pleasantness,0.40759999999999996,0.5589999999999999,0.0,0.4645,0.0,N54637
enthusiasm,0.7364,ecstasy,0.6061,0.86,0.0,0.764,0.903,N45523
ecstasy,0.9545,enthusiasm,0.3,0.975,0.0,0.746,0.759,N53342
anger,0.6394,disgust,0.3848,0.0,-0.541,-0.457,0.0,N24571
terror,0.1307,disgust,0.4894,0.0,-0.294,-0.4915,-0.7031000000000001,N17166
contentment,0.9364,acceptance,0.9318000000000001,0.309,0.22399999999999998,0.3075,0.0,N52326
fear,0.597,annoyance,0.997,0.0,-0.32899999999999996,0.0,-0.527,N14999
ecstasy,0.8545,enthusiasm,0.48479999999999995,0.9420000000000001,0.215,0.364,0.82,N9187
grief,0.7303000000000001,terror,0.5,-0.9009999999999999,0.0,-0.746,-0.825,N41710
ecstasy,0.9636,bliss,0.3273,0.978,0.768,0.0,0.0,N38366
rage,0.5939,,,0.0,-0.856,0.0,0.0,N41098
terror,0.8303,loathing,0.048499999999999995,0.0,-0.58,-0.6759999999999999,-0.934,N41303
grief,0.6485,loathing,0.5545,-0.8740000000000001,-0.804,-0.843,0.0,N5369
ecstasy,0.7242000000000001,delight,0.4485,0.899,0.32899999999999996,0.8079999999999999,0.33,N55161
ecstasy,0.6106,delight,0.4545,0.8615,0.0,0.81,0.0,N58469
grief,0.6758,loathing,0.2818,-0.883,0.0,-0.753,0.0,N34796
ecstasy,0.6288,bliss,0.053,0.8675,0.6775,0.133,0.0,N3383
pleasantness,0.997,responsiveness,0.6273,0.0,0.0,0.659,0.207,N25005
grief,0.9636,loathing,0.4182,-0.978,-0.502,-0.7979999999999999,-0.57,N37351
grief,0.9091,terror,0.6182,-0.96,0.0,-0.805,-0.8640000000000001,N16794
terror,0.6576000000000001,sadness,0.9788,-0.653,0.0,-0.5015,-0.877,N42420
sadness,0.7424,fear,0.3121,-0.575,0.0,0.0,-0.433,N5787
grief,0.7333,loathing,0.3333,-0.902,0.0,-0.77,0.0,N30904
terror,0.9727,rage,0.7,-0.8079999999999999,-0.8909999999999999,-0.755,-0.981,N8854
fear,0.6848000000000001,disgust,0.4485,-0.225,-0.126,-0.478,-0.556,N62122
grief,0.9227,disgust,0.8894,-0.9645,0.0,-0.6235,-0.303,N43831
ecstasy,0.7545000000000001,delight,0.6758,0.909,0.0,0.883,0.0,N950
terror,0.6212,melancholy,0.997,-0.32899999999999996,0.0,0.0,-0.865,N52150
enthusiasm,0.6788,delight,0.3182,0.732,0.0,0.765,0.884,N18075
grief,0.5818,rage,0.3061,-0.852,-0.7609999999999999,0.0,-0.209,N32452
enthusiasm,0.3492,delight,0.1966,0.659,0.0,0.7249,0.7753,N17428
terror,0.8303,disgust,0.2652,-0.248,0.0,-0.4175,-0.934,N6445
ecstasy,0.7886,delight,0.4045,0.9203,0.0,0.7935,0.0,N50671
sadness,0.8939,dislike,0.5667,-0.625,0.0,-0.187,0.0,N3406
ecstasy,0.7787999999999999,pleasantness,0.49770000000000003,0.917,0.4525,0.4943,0.0,N41244
enthusiasm,0.7182,delight,0.6136,0.0,0.0,0.8625,0.897,N33835
enthusiasm,0.8273,delight,0.48479999999999995,0.0,0.0,0.82,0.9329999999999999,N29398
ecstasy,0.9484999999999999,pleasantness,0.0197,0.973,0.321,0.33649999999999997,0.0,N905
enthusiasm,0.797,,,0.0,0.0,0.0,0.9229999999999999,N59975
loathing,0.5606,annoyance,0.997,0.0,-0.32899999999999996,-0.845,0.0,N8120
ecstasy,0.9939,enthusiasm,0.6455,0.988,0.244,0.4802,0.873,N65027
enthusiasm,0.2758,joy,0.7818,0.588,0.0,0.5105,0.7509999999999999,N23702
grief,0.9273,rage,0.35450000000000004,-0.966,-0.777,0.0,0.0,N37432
grief,0.7696999999999999,loathing,0.4758,-0.914,0.0,-0.8170000000000001,0.0,N39443
ecstasy,0.7,pleasantness,0.6803,0.8909999999999999,0.0,0.5545,0.0,N50770
ecstasy,0.9758,delight,0.9484999999999999,0.982,0.0,0.973,0.0,N64997
ecstasy,0.6045,bliss,0.4545,0.8595,0.81,0.0,0.775,N31398
ecstasy,0.7242000000000001,delight,0.4485,0.899,0.0,0.8079999999999999,0.0,N31402
grief,0.7681999999999999,terror,0.7348,-0.9135,0.0,-0.7944,-0.9025,N54683
grief,0.7303000000000001,loathing,0.40299999999999997,-0.9009999999999999,0.0,-0.7929999999999999,0.0,N14531
enthusiasm,0.5636,joy,0.6242,0.536,0.462,0.10800000000000001,0.846,N27511
,,,,-0.996,0.0,0.0,0.0,N10596
ecstasy,0.9788,pleasantness,0.5727,0.983,0.0,0.519,0.0,N55813
delight,0.6394,ecstasy,0.6061,0.86,0.4905,0.871,0.8190000000000001,N82
terror,0.6364,,,0.0,0.0,0.0,-0.87,N28566
,,,,,,,,N40550
ecstasy,0.9318000000000001,delight,0.4788,0.9675,0.8170000000000001,0.818,0.0,N20690
ecstasy,0.9621,enthusiasm,0.5954999999999999,0.9775,0.768,0.4885,0.8565,N40892
grief,0.5803,loathing,0.3818,-0.8515,0.0,-0.7859999999999999,0.0,N14179
ecstasy,0.9667,pleasantness,0.7947,0.9790000000000001,0.192,0.5922999999999999,0.0,N12618
ecstasy,0.9545,enthusiasm,0.8029999999999999,0.975,0.0,0.7785,0.925,N48347
ecstasy,0.9561,delight,0.40149999999999997,0.9754999999999999,0.0,0.7925,0.0,N29741
enthusiasm,0.8726999999999999,ecstasy,0.6273,0.867,0.0,0.769,0.948,N13689
grief,0.5788,loathing,0.2727,-0.851,0.0,-0.75,-0.51,N28632
rage,0.9879000000000001,terror,0.6591,0.0,-0.986,-0.552,-0.8775,N63641
ecstasy,0.8379000000000001,delight,0.32420000000000004,0.9365000000000001,0.0,0.767,0.0,N42676
serenity,0.6288,acceptance,0.2636,0.0,0.2075,0.087,0.0,N36301
enthusiasm,0.8273,ecstasy,0.6697,0.8809999999999999,0.0,0.79,0.9329999999999999,N37865
enthusiasm,0.6212,ecstasy,0.5697,0.848,0.0,0.7765000000000001,0.865,N49300
grief,0.5443,loathing,0.4667,-0.8395999999999999,0.0,-0.8140000000000001,-0.43200000000000005,N11044
grief,0.46140000000000003,fear,0.853,-0.8122,0.0,0.0,-0.6114999999999999,N58620
ecstasy,0.6364,enthusiasm,0.2818,0.87,0.21600000000000003,0.12,0.753,N24168
grief,0.6879000000000001,disgust,0.4803,-0.887,-0.222,-0.4885,0.0,N10792
pleasantness,0.997,,,0.0,0.0,0.659,0.0,N38261
ecstasy,0.8606,enthusiasm,0.4864,0.9440000000000001,0.0,0.7859999999999999,0.8205,N35701
ecstasy,0.6371,enthusiasm,0.4242,0.8703,0.0,0.7706999999999999,0.8,N53976
disgust,0.997,,,0.0,0.0,-0.659,0.0,N3685
delight,0.6955,ecstasy,0.6333,0.8690000000000001,0.0,0.8895000000000001,0.0,N17635
ecstasy,0.8515,delight,0.3515,0.941,0.745,0.7759999999999999,0.0,N65006
sadness,0.3136,fear,0.3061,-0.4335,0.0,-0.09300000000000001,-0.431,N26895
enthusiasm,0.3515,delight,0.0401,0.5965,0.0,0.6731999999999999,0.7759999999999999,N20277
ecstasy,0.8045,delight,0.5939,0.9255,0.0,0.856,0.0,N18557
